text,product,target,clean
I feel like a Badass. @mention gave me a free drink. #SXSW,,1,feel like badass gave free drink sxsw
sounds like a job for #sxsw RT @mention Some detail about the new Bomb It iPhone App would love some early adopters! {link},iPad or iPhone App,2,sound like sxsw some detail bomb iphone would love early adopter link
sounds like a job for #sxsw Some detail about the new Bomb It iPhone App would love some early ado... {link},iPad or iPhone App,2,sound like sxsw some detail bomb iphone would love early link
Sounds like Buzz rebranded w/an inner circle  RT @mention Google to Launch New Social Network: &quot;Circles&quot; {link} #sxsw,Google,2,sound like buzz rebranded inner circle google launch social network quot circle quot link sxsw
I feel like Harry in #dumbanddumber in this #SXSW panel with all these google peeps #understandinghumans,,1,feel like harry dumbanddumber sxsw panel google peep understandinghumans
I feel like I'm in an apple commercial waiting in line to fly to #sxsw,,1,feel like apple commercial waiting line sxsw
"I feel like my iPhone: Always on, always doing something, running out of battery fast. #sxsw",iPhone,1,feel like iphone always always something running battery fast sxsw
Can't. Take. Hands. Off. iPhone.  Even when it's charging and I have zero juice left. #appleaddiction #SXSW,iPhone,2,take hand iphone even charging zero juice left appleaddiction sxsw
Just checked into the #SXSW trade show. @mention is right across from Google!,,1,just checked sxsw trade show right across google
@mention Kenya asked me to blog about it. I may do so tomorrow. Apple has a pop-up store coming to #SXSW,,1,kenya asked blog tomorrow apple store coming sxsw
i hope u kept tha NXDC app RT @mention There's an app for #SXSW on the iPhone.. #downloaded,,1,hope kept nxdc there sxsw iphone downloaded
Heartbreaker #Sxsw #apple #ipad2 RT @mention @mention just asked. Sadly no :(,,1,heartbreaker sxsw apple ipad asked sadly
"Heat Tracker is a cool heatmap iPhone app overlay for Foursquare, but everything is on fire here #SXSW",iPad or iPhone App,2,heat tracker cool heatmap iphone overlay foursquare everything fire sxsw
iPad2 seekers still waiting at Austin Apple pop-up #SXSW {link},,1,ipad seeker still waiting austin apple sxsw link
#iPad2 takes over #sxsw. The line was already halfway down the block around noon. Craziness (via @mention  {link},iPad,2,ipad take sxsw line already halfway block around noon craziness link
"Google takes the mantra of 'Dont be evil' to heart, yet their pride in their products make them guilty of the 7th deadly sin, Superbia #sxsw",Google,0,google take mantra dont evil heart pride product make guilty deadly superbia sxsw
Apple marketing is still impressive at #SXSW RT@mention {link},Apple,2,apple marketing still impressive sxsw link
"Jesus hockey mask?! I'm worse than I thought... #SXSW @mention Apple Store, SXSW {link}",,1,jesus hockey mask worse thought sxsw apple store sxsw link
I got turkey! RT @mention Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2 cc/ @mention,Apple,2,turkey random apple bought lunch everyone line sxsw popup apple store ipad
Awaiting Keynote speaker Chris Poole. #SXSW #iPhone  #TwitPict {link},,1,awaiting keynote speaker chris poole sxsw iphone twitpict link
Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw,,1,facebook killer google circle announced sxsw interactive festival link google sxsw
Really liking the #sxsw iPhone app... Thanks for making an event app. that appears to work well!!!,iPad or iPhone App,2,really liking sxsw iphone thanks making event appears work well
Wiebe walking through conceptual graphing {link} #sxsw / @mention you'd be loving this,,1,wiebe walking conceptual graphing link sxsw loving
Survival kit provided to folks in line at the #SxSW apple store this morning... Genius!  {link},Apple,2,survival provided folk line sxsw apple store morning genius link
Eating a kitkat the size of half an iPad... Gotta love Americans for their sense of measure #sxsw,,1,eating kitkat size half ipad gotta love american sense measure sxsw
"@mention Know about @mention ? Awesome iPad/iPhone app that you'll likely appreciate for its design. Also, they're giving free Ts at #SXSW",iPad or iPhone App,2,know awesome ipad iphone likely appreciate design also giving free sxsw
#playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,iPad or iPhone App,2,playhopskoch apple store well android market getting ready rock sxsw
"#SXSW folks, the Lonely Planet iPhone guide to Austin is free this week. {link}",,1,sxsw folk lonely planet iphone guide austin free week link
"#SXSW folks, what's the best new iPhone/iPad app you've come across so far?",,1,sxsw folk best iphone ipad come across
#SXSW folks: anybody going to the iPad/Android panel at 3:30?,,1,sxsw folk anybody going ipad android panel
&quot;Desktop publishing saved Apple. Pagemaker was a gift from God.&quot; @mention #sxsw,Apple,2,quot desktop publishing saved apple pagemaker gift quot sxsw
Inofficial #SXSW torrents are available here: {link},,1,inofficial sxsw torrent available link
Successful #sxsw trip. Learned a ton. Lots of new insights / knowledge. New reading list / playlists. Wrote &amp; submitted a new iPhone app.,,1,successful sxsw trip learned lot insight knowledge reading list playlist wrote submitted iphone
"Apple will be opening a temporary Apple Store at 6th and Congress, tomorrow March 11 for iPad sales, so you don't have to miss SXSW! #sxsw",,1,apple opening temporary apple store congress tomorrow march ipad sale miss sxsw sxsw
Apple will be setting up shop @mention #SXSW this year. {link} The Whole of Geekdom can now take a collective shy of relief.,,1,apple setting shop sxsw year link whole geekdom take collective relief
now I feel better (#106 1st day) @mention #sxsw ipad store sold out of everything except 64gig wifi only white,,2,feel better sxsw ipad store sold everything except wifi white
"contextual discovery &amp; search will combine calendars, weather,flight,traffic data to create personalized trip advising. m.mayer google #sxsw",,1,contextual discovery search combine calendar weather flight traffic data create personalized trip advising mayer google sxsw
Contextual discovery is a part of the future according to Google #SXSW,,1,contextual discovery part future according google sxsw
"contextual discovery, how to find answers to your questions #google #SxSW",,1,contextual discovery find answer question google sxsw
#mint goal for iPhone app: top 3 finance app. #sxsw,,1,mint goal iphone finance sxsw
It is well known steve jobs hates #sxsw RT @mention iPhone just autocorrected &quot;sxsw&quot; to &quot;ass's&quot;.,,1,well known steve job hate sxsw iphone autocorrected quot sxsw quot quot quot
"New Social Media Tool! RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",,1,social medium tool google launch major social network quot circle quot possibly today link sxsw
"Out of all my devices the iPad is the only one that can hang an entire day at #sxsw... 37% remaining, the others died hours ago.",iPad,2,device ipad hang entire sxsw remaining others died hour
won't call myself 'major' yet :p RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,,1,call major google launch major social network called circle link sxsw
New social network from Google? News abuzz about the launch of #GoogleCircles at #SXSW,Other Google product or service,2,social network google news abuzz launch googlecircles sxsw
New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,Other Google product or service,2,social network debut sxsw google circle link eatdrinktweet done
"New Social Network may launch 2day! &quot;Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",Other Google product or service,2,social network launch quot google launch major social network called circle possibly today link sxsw
"Msft panel on touch interfaces shows a bunch of tablets, but no iPad #sxsw #DontBeHatin",iPad,2,msft panel touch interface show bunch tablet ipad sxsw dontbehatin
Apple will open a popup store Friday at 6th and Congress. #SXSW via satesman.com,,1,apple open popup store friday congress sxsw satesman
Historical photo mashup with Google maps at {link} #SXSW,,1,historical photo mashup google map link sxsw
"Things ppl say about/to @mention make me laugh.  You want free turn-by-turn gps, but wait - don't take pics of the sidewalk #cmon #SXSW",,1,thing make laugh want free turn turn wait take pic sidewalk cmon sxsw
&quot;Will take time for others to catch up to iPad.&quot; @mention #tapworthy #sxsw,iPad,2,quot will take time others catch ipad quot tapworthy sxsw
Super cool that #Apple's pop up store for #SXSW will be in our office building! {link} @mention #SXSWi #Austin,Apple,2,super cool apple store sxsw office building link sxswi austin
Took until the 8th row on the plane to spot an iPad! I thought we were going to #SXSW? #elonsxsw,,1,took plane spot ipad thought going sxsw elonsxsw
S/O TO ALL THE PEOPLE WHO HAD TO GOOGLE #SXSW.... I DIN KNOW EITHER... (i'm hip now though!!!),,1,people google sxsw know either though
Why is all the prizes at #SXSW apple products? Sigh,Apple,0,prize sxsw apple product sigh
SXSW panel: Google envisions search without searches: {link} #sxsw #sxswi,,1,sxsw panel google envisions search without search link sxsw sxswi
A ÛÏspecialÛÏ Apple Store in 6th and Congress opens today in Austin. #sxsw attendees will be able to buy their iPad2 starting at 5pm.,,1,special apple store congress open today austin sxsw attendee able ipad starting
"#sxsw html5 Apple/Microsoft will likely be doing javascript integration. @mention Browsers compete, not collaborate. System is amoral.",,1,sxsw html apple microsoft likely javascript integration browser compete collaborate system amoral
no umbrella when you have &quot;the list&quot; via @mention ÷¼ Are you all set? ÷_ {link} ÷_ #edchat #musedchat #sxsw #sxswi #newTwitter,,1,umbrella quot list quot link edchat musedchat sxsw sxswi newtwitter
Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,iPad,2,place fandango karaoke prize fandango tkts useless canada prize useful ipad sxsw
"iPhone, BlackBerry &amp; Android HootSuite App Updated for #SXSW - {link} via HootSuite",,1,iphone blackberry android hootsuite updated sxsw link hootsuite
Lol. So glad Chris Poole is showing some #memes. &quot;Why you no text me no more?&quot; is pretty funny. Google it. #sxswmoot #sxswi #sxsw,,1,glad chris poole showing meme quot text quot pretty funny google sxswmoot sxswi sxsw
This one lady is shopping on Bluefly during the iPad nav design panel. Boots. #sxsw,,1,this lady shopping bluefly ipad design panel boot sxsw
What's a laptop? RT @mention I think I may go iPad only -- no laptop -- today at #SXSWi.  Any #SXSW (cont) {link},iPad,2,what laptop think ipad laptop today sxswi sxsw cont link
"At Josh Clark's #sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. #tapworthy #webvisions",iPad,2,josh clark sxsw session ipad tablet development first note ipad leisure planning restful device tapworthy webvisions
@mention Last but not least  get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,iPad or iPhone App,2,last least copy stupid game plus iphone link also special sxsw price
It's our last day here at the #fastcompanygrille -- come by for the last day of iPhone makery! #zazzlesxsw #sxsw,,1,last fastcompanygrille come last iphone makery zazzlesxsw sxsw
Next and last panel for today: &quot;Google Doodles: Burning Man to Pac-Man and Beyond&quot; #SXSW #SXSWi #GoogleDoodles,,1,next last panel today quot google doodle burning beyond quot sxsw sxswi googledoodles
"24 hours later, we retreat back to our hotel, bushwhacked. Ringo Deathstarr'd, never seen so many effects pedals  #sxsw {link}",,1,hour later retreat back hotel bushwhacked ringo deathstarr never seen many effect pedal sxsw link
Grab the latest @mention before #SXSW! {link},,1,grab latest sxsw link
"@mention latest iPhone, are you at #SxSW? How long would it take to fix and how much.",,1,latest iphone sxsw long would take much
SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,Other Google product or service,2,cool latest version google map mobile building sure mapped detail sxsw
@mention launched there 1st iPad app at #SXSW! Get all the details + the first edition FREE,,1,launched ipad sxsw detail first edition free
@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},Android,2,launching gowalla droid sxsw push square groupon link
iPad 2 sold out in all retail stores...except for #sxsw pop up store in Austin? #igottagetit,iPad,2,ipad sold retail store except sxsw store austin igottagetit
"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",iPad,2,ipad sold went buyer link sxsw
"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",,1,ipad sold went buyer report link sxsw socialmedia tech ipad medium
They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,,2,they stock mophie juice pack apple temp store open austin sxsw ipad launch link
"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",iPad,2,held ipad envy baby still working well sxsw
"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,2,google launch circle sxsw talk striking iron
"Lovin apple &amp; ipad2
#apple #austin #SXSW",iPad,2,lovin apple ipad apple austin sxsw
#sxsw Apple #iPad2 line took less than 10 minutes.,,1,sxsw apple ipad line took le minute
Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,iPad or iPhone App,0,cant handle sxsw traffic dear iphone sucked crashing
Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,Other Google product or service,2,love google analytics thanks follower sxsw took time check post
Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,1,hope people tough question reminder android chrome talk today link sxsw
"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",iPhone,0,this double buzzing issue iphone getting annoying news iphone across room sxsw
Geen Google Circles vandaag! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,,1,geen google circle vandaag launching product sxsw plenty else
Will Google Circles take on Facebook?  {link} #circles #sxsw,,1,will google circle take facebook link circle sxsw
Will Google Circles take on Facebook. {link} #circles #sxsw,,1,will google circle take facebook link circle sxsw
LOL. #Apple erects temporary Apple Store in #Austin for #SXSW to sell #iPad 2. {link},,1,apple erects temporary apple store austin sxsw sell ipad link
Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: {link},,1,google fan town sxsw stop austin gtug meeting wednesday link link
Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,,1,next battle bank mobile phone operator google apple bankinnovation sxsw
Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,Other Google product or service,2,chris poole chan recommends google refrigerator magnet game very cute shared experience game sxswmoot sxsw sxswi
"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Apple,2,tech apple head sxsw set temporary store austin link
More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,,1,more apple ipads capital sxsw anywhere else world except foxconn
&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Apple,0,quot apple elegant fascist company america quot flipboard sxsw
Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,,1,will google launch social network called circle south southwest today link sxsw circle google
Have Google launched their next social media flop yet? #sxsw,Other Google product or service,0,have google launched next social medium flop sxsw
&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},Apple,0,quot apple like that apple like quot barry diller sxsw ballroom link
Line a mile long outside. Lucky to get in just to sit on the floor -Your Mom Has An iPad. I miss the old days at #sxsw before 40% + growth!,,1,line mile long outside lucky floor your ipad miss day sxsw growth
That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,Other Google product or service,2,that google map mobile demonstration rocked world sxsw uosxsw marissamayer
Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,Other Google product or service,2,google map mobile demo sxsw very nice
The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Google,2,google name built gettinng stuff trying user work marissagoogle sxsw
&quot;Apple opening a temporary store in Austin for SXSW and the iPad 2 launch:&quot; {link} #SXSW,,1,quot apple opening temporary store austin sxsw ipad launch quot link sxsw
#tech Apple Opening Pop-Up Store In Austin For #SXSW {link},Apple,2,tech apple opening store austin sxsw link
GSDM Google party is off the hook! #SXSW  {link},Google,2,gsdm google party hook sxsw link
#SXSW Apple picked a great venue to launch the new Ipads.,Apple,2,sxsw apple picked great venue launch ipads
"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2Û",,1,sxsw apple store still ipads stock waiting line link apple ipad
Will Google preview a major new social service called Google Circles today at #SXSW {link},,1,will google preview major social service called google circle today sxsw link
Will Google reveal a new social network called Circles?  {link} #Google #Facebook #SXSW,,1,will google reveal social network called circle link google facebook sxsw
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link},,1,will google reveal social network called circle google facebook twitter sxsw link
will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} (via @mention,,1,google reveal social network called circle google facebook twitter sxsw link
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,,1,will google reveal social network called circle google facebook twitter sxsw link
"#tech Apple saves #SXSW, set to open pop-up store {link}",,1,tech apple save sxsw open store link
"Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",Apple,2,cool apple set temporary store sxsw sell ipad link
Popup Apple Store crew has been giving out water to the people in line but they are in street clothes. No Apple logos anywhere yet. #SXSW,,1,popup apple store crew giving water people line street clothes apple logo anywhere sxsw
Popup Apple Store opens up for #SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Apple,2,popup apple store open sxsw love going right middle action link
#sxsw apple store run out for the day :( boo apple.,Apple,0,sxsw apple store apple
Japan Apple Stores serve as rallying point after massive quake {link} #entry #friends #house #sxsw,Apple,2,japan apple store serve rallying point massive quake link entry friend house sxsw
"love google street maps. Getting an idea of where everything is, in relation to the Austin Convention Center. Alamo Drafthouse Cinema #sxsw",Other Google product or service,2,love google street map getting idea everything relation austin convention center alamo drafthouse cinema sxsw
Make people think they've arrived @mention wrong website. Make them go to Google to search for your site again #killcommunity  via @mention #sxsw,,1,make people think arrived wrong website make google search site killcommunity sxsw
From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,,1,from apple naomi campbell store rage link sxsw
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Other Apple product or service,1,from apple naomi campbell store rage link sxsw
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw: From #Apple to Naomi Ca... {link},,1,from apple naomi campbell store rage link sxsw from apple naomi link
Cool! Apple to open temporary store at SXSW {link} #sxsw,Apple,2,cool apple open temporary store sxsw link sxsw
nice! Apple to open pop-up store during #sxsw across from my office. {link},Apple,2,nice apple open store sxsw across office link
"Will Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",,1,will google late overrun xbox netflix like ready sxsw barry diller
When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,,1,when google talking quot topicality reputation quot search ranking sure bing writing note qagb sxsw
"Dear google, your photobooth sucks. #sxsw",Other Google product or service,0,dear google photobooth suck sxsw
&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Apple,0,quot apple elegant fascist corporation america today quot kara swisher sxsw flipboard
SXSW people: There is no Hacky Sack app on the iPAD - so stop asking.  #SXSW,,1,sxsw people there hacky sack ipad stop asking sxsw
This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,Google,2,this google bing panel like world expensive consultation sxsw
Temp #Apple$tore set up for #SXSW YAY! {link} #Austin #tech,Apple,2,temp apple tore sxsw link austin tech
Rumours cleared &gt;&gt; RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us {link},,1,rumour cleared launching product sxsw plenty else join link
About to learn all about design headaches for iPad #sxsw,iPad,0,about learn design headache ipad sxsw
Ready to learn! &quot;Designing iPad Interfaces - New Navigation Schemas&quot; #SXSW #UXDes,iPad,2,ready learn quot designing ipad interface navigation schema quot sxsw uxdes
On plane leaving for #sxsw.... I have never seen so many #apple devices on one plane! ;-),Apple,2,plane leaving sxsw never seen many apple device plane
Google celebrating Pi Day in style at #SXSW -  {link},Google,2,google celebrating style sxsw link
"*Spark selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} #sxsw",Android,2,spark selected finalist team android choice award austin please come support link sxsw
Yeah Googlegays! Get your SxSWSex on! @mention Popular Gay Dating App Grindr Now on Android - {link} #Grindr #SxSW,Android App,2,yeah googlegays sxswsex popular dating grindr android link grindr sxsw
"At #SxSW Leo Laporte pledges a fan's wife 1 &quot;GB Wifi White iPad&quot;. How about!? And, no, Leo was not drunk.",,1,sxsw laporte pledge wife quot wifi white ipad quot drunk
Barry Diller interview at #SXSW was pretty high level. Does not understand the Daily on iPad. All company valuations are high.,,1,barry diller interview sxsw pretty high level doe understand daily ipad company valuation high
"Barry Diller says iPad-only magazines like The Daily don't make sense, {link} #sxsw",iPad or iPhone App,0,barry diller say ipad magazine like daily make sense link sxsw
Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money #SXSW,Apple,0,barry diller say silly write content form factor apple like money sxsw
"Barry Diller Talks Daily Beast/Newsweek, The Daily, and the #iPad at #SXSW {link} #seo #sem #thedaily #barrydiller #topnews",,1,barry diller talk daily beast newsweek daily ipad sxsw link seo sem thedaily barrydiller topnews
Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,iPad,2,barry diller truly emotional thing ipad harlow ipad diller quot better quot sxsw
Barry Diller: Newsbeast Merger Might Not Work: Barry Diller... {link} #News #Barry_Diller #iac #Newsweek #sxsw #Cyber #iPhone,,1,barry diller newsbeast merger might work barry diller link news barry diller iac newsweek sxsw cyber iphone
Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,,1,barry diller ipad newspaper quot ipad superseded quot sxsw
Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple #SXSW,Apple,0,barry diller pragmatic straight forward nice look like want grab pitchfork apple sxsw
Every outlet in this bar has an iPhone charger in it. #sxsw (@mention The Driskill Hotel Bar w/ 16 others) [pic]: {link},,1,every outlet iphone charger sxsw driskill hotel others link
@mention Let me know if you don't get an Apple TV from #sxsw. I have a colleague who'll fly to Vegas for a short trip in a few days.,,1,know apple sxsw colleague vega short trip day
"IPad, tablet, etc are aiding in greater adoption of mobile devices because screen size is larger #mobilefarm #SXSW",,1,ipad tablet aiding greater adoption mobile device screen size larger mobilefarm sxsw
@mention let's go to the apple store and score an ipad. #sxsw #widfy,iPad,2,apple store score ipad sxsw widfy
#SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).,iPhone,0,sxsw rate review session although experience iphone torturous
And how clever that the iPad2 comes out the first day of #SXSW with a pop up apple store right indoor town Austin. Clever!,iPad,2,clever ipad come first sxsw apple store right indoor town austin clever
: Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,iPad,2,aron pilhofer york time endorsed html ipad newsapps sxsw asked tweet actually said
Austin police hard at work guarding the Apple store. #sxsw {link},,1,austin police hard work guarding apple store sxsw link
"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",Google,2,mean sliced bread great google bread going revolutionary sxsw
My sis Julie and I are in a life and death Rockaroke struggle to win her an iPad at the #Fandango #SXSW party. Hole and Bad Religion so far,iPad,2,julie life death rockaroke struggle ipad fandango sxsw party hole religion
"You want likability of Virgin, trustworthiness of Zappos and product of Apple. @mention #pnid #sxsw #enchantment",Apple,2,want likability virgin trustworthiness zappos product apple pnid sxsw enchantment
"It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from #ATT. It is awesome. #SXSW {link}",Android,2,look like laptop dock motorola atrix android phone att awesome sxsw link
Partying like it's 1986 (last time privacy law updated) with Google and the ACLU #sxsw (@mention Maggie Mae's) [pic]: {link},,2,partying like last time privacy updated google aclu sxsw maggie link
&lt;Nice lil sizzle reel&gt; #SXSW: By the numbers (VIDEO) {link} #music #socialmedia,,1,nice sizzle reel sxsw number video link music socialmedia
"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",Apple,2,first line sxsw store ipad apple store sxsw link
10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},,1,line apple store austin open sxsw link
The long line at the Ginger Man's bathroom just saved me $829. The #SXSW pop-up Apple store closed right at midnight (as I walked up).,,1,long line ginger bathroom saved sxsw apple store closed right midnight walked
"141st in line for #ipad2 at #SXSW (@mention Apple Store, SXSW w/ 38 others) {link}",,1,line ipad sxsw apple store sxsw others link
Mad long line for Google party at Maggie Mae's. Hope it's worth it.. but with 80s theme I am very optimistic #sxsw,,2,long line google party maggie hope worth theme optimistic sxsw
"First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",,1,first line morning apple store austin caught morning link sxsw
Apple declines to be at the html5 browser wars IV panel #SXSW,,1,apple decline html browser war panel sxsw
Apple selling iPad 2 at #sxsw. California is great at building cult followings. {link},iPad,2,apple selling ipad sxsw california great building cult following link
Who's killing it at #chevytweethouse ? @mention - the iPad DJ! #sxsw {link},iPad,2,killing chevytweethouse ipad sxsw link
Still feeling pukey and jet blue terminal was smelling like farts. Managed to buy apple slices for $5 too. #notwinning #sxsw,,1,still feeling pukey blue terminal smelling like fart managed apple slice notwinning sxsw
Apple selling the new Terp2it album? RT @mention Now more than 200 lined up for #SXSW Apple pop up store,,1,apple selling terp album lined sxsw apple store
@mention link to google story doesn't work. ??  thx! #SXSW,,1,link google story work sxsw
@mention link? or I have to google it huh?  see u in austin for #SXSW? let me buy you a drink if you'll be there!,,1,link google austin sxsw drink
about to listen to a talk from @mention Marissa Mayer at #sxsw,,1,listen talk marissa mayer sxsw
Going to listen to former @mention coworker speak about his &quot;trip&quot; to Mars with NASA then iPad time! #sxsw,,1,going listen former coworker speak quot trip quot mar nasa ipad time sxsw
Staying Alive: Can Indie iPhone Game Development Survive?  #sxsw (@mention ACC - Room 12AB w/ 22 others) {link},,1,staying alive indie iphone game development survive sxsw room others link
watching live. Not the tsunami. Apple iPad line at Austin #sxsw. Mostly @mention oh and that sexy @mention,,1,watching live tsunami apple ipad line austin sxsw mostly sexy
#ipad2 delivery at the pop up @mention store @mention Quite possible! #sxsw #sxswi {link},iPad,2,ipad delivery store quite possible sxsw sxswi link
Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw,Google,2,never realized story meaning behind every google logo cool loving hearing googledoodle team gsdm sxsw
Austin folks: Any stores that carry Apple accessories (keyboard/mouse) near Alamo Lake Creek? Mine didn't make the trip #sxsw,,1,austin folk store carry apple accessory keyboard mouse near alamo lake creek mine make trip sxsw
calling all android &amp; iphone app devs you need to follow @mention NOW &amp; find him at #sxsw screenburn for cool swag,,1,calling android iphone devs need follow find sxsw screenburn cool swag
"I just fell asleep for 2 hours with my eyes open, staring into the #SXSW stream on my iPad 2. {link}",,1,fell asleep hour eye open staring sxsw stream ipad link
iPad 2 will be taking over #SXSW. I'm prepared for this to be the most fun weekend of my career.,iPad,2,ipad taking sxsw prepared weekend career
Google Will Connect the Digital &amp; Physical Worlds Through Mobile -{link} #sxsw,,1,google will connect digital physical world through mobile link sxsw
Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw #mobile #mcommerce,,1,google will connect digital physical world through mobile link sxsw mobile mcommerce
Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link},Google,0,google rhizome sxswk sxsw hilton link
Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,iPad,2,still line ipad dieing hunger sxsw else line
Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. #SXSW #postPC,iPad,2,welcome ipad owner used ipad owner there room everyone party sxsw postpc
Google will launch a new Social Network called #CIRCLES {link} Focused on increased privacy &amp; relevance....announced at #SXSW,,1,google launch social network called circle link focused increased privacy relevance announced sxsw
Google will launch major new social network called Circles. #SXSW,,1,google launch major social network called circle sxsw
Google soll noch heute Social Network #Google #Circles starten. {link} #SXSW (via @mention @mention,,1,google soll noch heute social network google circle starten link sxsw
"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed.",Google,0,google launch facebook competitor circle sxsw today thought creeper half friend world disappointed
"Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention",,1,google preview major social service circle sxsw today say link
Hearing all sorts of conflicting reports about Google launching Circles/GoogleMe/+1 at #SXSW. Any real word in Austin? {link},,1,hearing sort conflicting report google launching circle googleme sxsw real word austin link
"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Other Google product or service,0,suck google preview major social service circle sxsw today link
Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link},Google,2,google take world sxsw ballroom others link
